drug,protein,proteinname
445154,56912,IFT46
65064,56912,IFT46
445154,55081,IFT57
65064,80173,IFT74
2519,80173,IFT74
65064,57560,IFT80
445154,57560,IFT80
65064,28981,IFT81
65064,8100,IFT88
445154,8100,IFT88
445154,9543,IGDCC3
65064,3479,IGF1
445154,3479,IGF1
1548943,3479,IGF1
65064,3480,IGF1R
1548943,3480,IGF1R
445154,3480,IGF1R
4091,3480,IGF1R
2519,10642,IGF2BP1
65064,10643,IGF2BP3
5350,3482,IGF2R
445154,3482,IGF2R
2519,3482,IGF2R
445154,3483,IGFALS
445154,3487,IGFBP4
445154,3488,IGFBP5
445154,374918,IGFL1
5350,91156,IGFN1
445154,492311,IGIP
5350,3543,IGLL1
2519,3547,IGSF1
445154,3551,IKBKB
65064,3551,IKBKB
5350,22807,IKZF2
65064,22807,IKZF2
2519,64375,IKZF4
445154,64375,IKZF4
445154,3592,IL12A
2519,3592,IL12A
445154,3593,IL12B
5350,3593,IL12B
1548943,3593,IL12B
445154,3596,IL13
445154,112744,IL17F
445154,55540,IL17RB
445154,3606,IL18
445154,10068,IL18BP
5350,8809,IL18R1
5350,8807,IL18RAP
445154,3552,IL1A
65064,3552,IL1A
1794427,3552,IL1A
5833,3553,IL1B
4091,3553,IL1B
2519,3553,IL1B
65064,3553,IL1B
639665,3553,IL1B
1548943,3553,IL1B
5350,3553,IL1B
445154,3553,IL1B
119034,3553,IL1B
65064,3554,IL1R1
5350,3554,IL1R1
5833,3558,IL2
65064,3558,IL2
445154,3558,IL2
445154,50604,IL20
445154,53832,IL20RA
2519,58985,IL22RA1
445154,51561,IL23A
445154,11009,IL24
2519,3559,IL2RA
445154,3562,IL3
445154,146433,IL34
445154,27177,IL36B
445154,56300,IL36G
445154,26525,IL36RN
445154,3565,IL4
5350,3566,IL4R
2519,3567,IL5
445154,3567,IL5
639665,3569,IL6
5281672,3569,IL6
5350,3569,IL6
5833,3569,IL6
119034,3569,IL6
65064,3569,IL6
445154,3569,IL6
1548943,3569,IL6
445154,3578,IL9
445154,387597,ILDR2
445154,80895,ILKAP
2519,80895,ILKAP
445154,10994,ILVBL
445154,55364,IMPACT
445154,3615,IMPDH2
2519,3615,IMPDH2
2519,64423,INF2
2519,84289,ING5
445154,3623,INHA
5350,3623,INHA
445154,3625,INHBB
5350,3625,INHBB
445154,58493,INIP
2519,54617,INO80
2519,54891,INO80D
5350,3628,INPP1
65064,3632,INPP5A
445154,3632,INPP5A
445154,3633,INPP5B
2519,3635,INPP5D
445154,56623,INPP5E
5350,27124,INPP5J
2519,3636,INPPL1
2519,3630,INS
5350,3630,INS
445154,3630,INS
5833,3630,INS
445154,3638,INSIG1
65064,3638,INSIG1
445154,3642,INSM1
445154,84684,INSM2
5281672,3643,INSR
2519,3643,INSR
445154,3643,INSR
445154,3645,INSRR
2519,26173,INTS1
2519,57117,INTS12
445154,57508,INTS2
445154,65123,INTS3
2519,65123,INTS3
445154,25896,INTS7
2519,25896,INTS7
65064,55656,INTS8
65064,55756,INTS9
65064,27130,INVS
65064,51447,IP6K2
65064,51194,IPO11
445154,51194,IPO11
445154,9670,IPO13
445154,10526,IPO8
445154,55705,IPO9
445154,3652,IPP
445154,9657,IQCB1
2519,10788,IQGAP2
445154,10788,IQGAP2
2519,9922,IQSEC1
445154,3654,IRAK1
65064,134728,IRAK1BP1
445154,3656,IRAK2
65064,11213,IRAK3
2519,3658,IREB2
445154,3658,IREB2
65064,3658,IREB2
65064,3660,IRF2
445154,26145,IRF2BP1
2519,26145,IRF2BP1
445154,359948,IRF2BP2
2519,359948,IRF2BP2
445154,64207,IRF2BPL
2519,64207,IRF2BPL
5350,3665,IRF7
445154,10379,IRF9
65064,10379,IRF9
445154,3667,IRS1
2519,3667,IRS1
65064,8660,IRS2
445154,8660,IRS2
445154,79192,IRX1
445154,10265,IRX5
65064,122961,ISCA2
65064,64843,ISL2
445154,79763,ISOC2
445154,57461,ISY1
65064,83737,ITCH
445154,55846,ITFG2
445154,3674,ITGA2B
445154,3676,ITGA4
65064,3676,ITGA4
2519,3676,ITGA4
445154,3683,ITGAL
445154,3684,ITGAM
5350,3684,ITGAM
5350,3687,ITGAX
65064,26548,ITGB1BP2
445154,3689,ITGB2
5350,3689,ITGB2
65064,23421,ITGB3BP
445154,23421,ITGB3BP
5350,3695,ITGB7
2519,3698,ITIH2
445154,3699,ITIH3
445154,80760,ITIH5
445154,3704,ITPA
2519,3706,ITPKA
445154,3708,ITPR1
65064,3709,ITPR2
445154,3709,ITPR2
5350,85450,ITPRIP
65064,85450,ITPRIP
2519,6453,ITSN1
65064,6453,ITSN1
445154,3712,IVD
445154,10625,IVNS1ABP
2519,10625,IVNS1ABP
2519,55677,IWS1
65064,55677,IWS1
445154,55677,IWS1
445154,389434,IYD
445154,113177,IZUMO4
2519,23338,JADE2
2519,9767,JADE3
445154,3716,JAK1
5281672,3716,JAK1
1548943,3716,JAK1
65064,3717,JAK2
445154,3717,JAK2
65064,3718,JAK3
2519,3718,JAK3
2519,3720,JARID2
65064,3720,JARID2
445154,51528,JKAMP
2519,221037,JMJD1C
445154,221037,JMJD1C
2519,133746,JMY
2519,8629,JRK
445154,126306,JSRP1
445154,3725,JUN
65064,3725,JUN
1548943,3725,JUN
445154,3726,JUNB
2519,3726,JUNB
5350,3727,JUND
445154,3727,JUND
2519,3727,JUND
5350,3728,JUP
445154,3728,JUP
2519,3728,JUP
2519,8997,KALRN
2519,25959,KANK2
2519,284058,KANSL1
65064,54934,KANSL2
5350,8850,KAT2B
445154,8850,KAT2B
65064,8850,KAT2B
65064,10524,KAT5
445154,10524,KAT5
2519,7994,KAT6A
2519,23522,KAT6B
65064,23522,KAT6B
2519,84148,KAT8
2519,11104,KATNA1
65064,84056,KATNAL1
445154,84056,KATNAL1
65064,79768,KATNBL1
445154,79768,KATNBL1
2519,23254,KAZN
65064,23254,KAZN
445154,9920,KBTBD11
445154,25948,KBTBD2
65064,25948,KBTBD2
2519,84078,KBTBD7
445154,56888,KCMF1
2519,56888,KCMF1
445154,3744,KCNA10
5350,3738,KCNA3
445154,3741,KCNA5
445154,3749,KCNC4
5350,3750,KCND1
445154,26251,KCNG2
445154,3756,KCNH1
445154,3757,KCNH2
5350,27133,KCNH5
445154,30818,KCNIP3
5350,30818,KCNIP3
445154,3766,KCNJ10
65064,3767,KCNJ11
4091,3767,KCNJ11
5350,3759,KCNJ2
445154,3761,KCNJ4
5350,3764,KCNJ8
445154,3765,KCNJ9
5350,60598,KCNK15
445154,83795,KCNK16
445154,50801,KCNK4
445154,3780,KCNN1
445154,3781,KCNN2
5350,3786,KCNQ3
445154,3786,KCNQ3
445154,169522,KCNV2
5350,115207,KCTD12
65064,57528,KCTD16
445154,222658,KCTD20
2519,51133,KCTD3
445154,54442,KCTD5
65064,11015,KDELR3
445154,11015,KDELR3
445154,221656,KDM1B
2519,22992,KDM2A
2519,55818,KDM3A
2519,51780,KDM3B
2519,9682,KDM4A
2519,23081,KDM4C
65064,23081,KDM4C
445154,23081,KDM4C
445154,5927,KDM5A
445154,10765,KDM5B
2519,8242,KDM5C
65064,3791,KDR
445154,3791,KDR
5350,9817,KEAP1
65064,9817,KEAP1
445154,9817,KEAP1
6433206,9817,KEAP1
2519,10657,KHDRBS1
445154,10657,KHDRBS1
65064,3795,KHK
445154,8570,KHSRP
2519,8570,KHSRP
445154,9808,KIAA0087
445154,9778,KIAA0232
2519,9778,KIAA0232
5350,9856,KIAA0319
2519,79932,KIAA0319L
5350,9764,KIAA0513
5350,285600,KIAA0825
2519,23313,KIAA0930
445154,57179,KIAA1191
445154,57536,KIAA1328
65064,57536,KIAA1328
2519,57536,KIAA1328
2519,85379,KIAA1671
445154,57498,KIDINS220
2519,57498,KIDINS220
5350,63971,KIF13A
65064,63971,KIF13A
2519,63971,KIF13A
445154,56992,KIF15
2519,56992,KIF15
65064,56992,KIF15
2519,55614,KIF16B
65064,55614,KIF16B
2519,23095,KIF1B
445154,10112,KIF20A
2519,10112,KIF20A
65064,9585,KIF20B
445154,9585,KIF20B
2519,9585,KIF20B
2519,55605,KIF21A
2519,3835,KIF22
445154,3835,KIF22
445154,26153,KIF26A
2519,11004,KIF2C
445154,11004,KIF2C
445154,3799,KIF5B
65064,22920,KIFAP3
2519,3801,KIFC3
445154,283165,KIRREL3-AS3
445154,3814,KISS1
445154,84634,KISS1R
65064,3815,KIT
2519,55857,KIZ
65064,9365,KL
445154,9365,KL
2519,64837,KLC2
2519,89953,KLC4
445154,10661,KLF1
65064,7071,KLF10
5350,7071,KLF10
445154,8462,KLF11
445154,136259,KLF14
2519,83855,KLF16
445154,83855,KLF16
445154,128209,KLF17
445154,122773,KLHDC1
445154,23008,KLHDC10
65064,23588,KLHDC2
445154,23588,KLHDC2
2519,54758,KLHDC4
445154,113730,KLHDC7B
445154,55220,KLHDC8A
445154,59349,KLHL12
65064,59349,KLHL12
2519,57565,KLHL14
65064,80311,KLHL15
445154,339451,KLHL17
445154,23276,KLHL18
65064,23276,KLHL18
65064,27252,KLHL20
445154,27252,KLHL20
65064,9903,KLHL21
5350,9903,KLHL21
2519,84861,KLHL22
445154,54800,KLHL24
445154,64410,KLHL25
65064,55295,KLHL26
5350,114818,KLHL29
2519,114792,KLHL32
445154,283212,KLHL35
445154,51088,KLHL5
445154,55975,KLHL7
445154,57563,KLHL8
65064,55958,KLHL9
2519,55958,KLHL9
445154,3816,KLK1
445154,55554,KLK15
445154,3817,KLK2
445154,354,KLK3
1548943,354,KLK3
5350,354,KLK3
2519,4297,KMT2A
65064,58508,KMT2C
2519,58508,KMT2C
1548943,3827,KNG1
2519,400506,KNOP1
445154,400506,KNOP1
65064,90417,KNSTRN
445154,90417,KNSTRN
5350,90417,KNSTRN
2519,9735,KNTC1
445154,9735,KNTC1
65064,9735,KNTC1
445154,3836,KPNA1
445154,3838,KPNA2
2519,3838,KPNA2
445154,3841,KPNA5
2519,23633,KPNA6
2519,3837,KPNB1
445154,3837,KPNB1
65064,3837,KPNB1
445154,3845,KRAS
4091,3845,KRAS
2519,84626,KRBA1
5350,51315,KRCC1
445154,79412,KREMEN2
445154,889,KRIT1
65064,889,KRIT1
65064,3848,KRT1
2519,3848,KRT1
445154,3861,KRT14
5350,3872,KRT17
445154,54474,KRT20
445154,8689,KRT36
2519,8689,KRT36
5350,3851,KRT4
445154,112802,KRT71
65064,374454,KRT77
5350,144501,KRT80
445154,3889,KRT83
2519,3890,KRT84
445154,3891,KRT85
5350,3892,KRT86
445154,386678,KRTAP10-11
445154,85294,KRTAP2-4
445154,83896,KRTAP3-1
445154,653240,KRTAP4-11
445154,83755,KRTAP4-12
445154,85291,KRTAP4-2
445154,83900,KRTAP9-3
2519,8844,KSR1
445154,283455,KSR2
2519,112970,KTI12
2519,3895,KTN1
5350,8942,KYNU
445154,8942,KYNU
445154,79944,L2HGDH
65064,84456,L3MBTL3
445154,114294,LACTB
65064,114294,LACTB
65064,51110,LACTB2
445154,51110,LACTB2
445154,3898,LAD1
2519,3898,LAD1
445154,3902,LAG3
5350,284217,LAMA1
445154,3915,LAMC1
5350,3920,LAMP2
65064,28956,LAMTOR2
445154,8649,LAMTOR3
445154,10542,LAMTOR5
2519,23367,LARP1
2519,55132,LARP1B
2519,113251,LARP4
2519,23185,LARP4B
2519,51574,LARP7
445154,81887,LAS1L
2519,81887,LAS1L
2519,3927,LASP1
445154,27040,LAT
445154,7462,LAT2
2519,9113,LATS1
2519,26524,LATS2
65064,26524,LATS2
445154,3929,LBP
2519,3930,LBR
445154,3930,LBR
445154,84648,LCE3D
2519,3932,LCK
6106,51451,LCMT1
445154,9836,LCMT2
6106,9836,LCMT2
445154,84458,LCOR
2519,84458,LCOR
445154,254251,LCORL
445154,3937,LCP2
445154,3938,LCT
445154,3945,LDHB
5350,197257,LDHD
2519,3949,LDLR
445154,3949,LDLR
65064,3949,LDLR
445154,23641,LDOC1
445154,51176,LEF1
445154,7044,LEFTY2
2519,221496,LEMD2
2519,23592,LEMD3
2519,79165,LENG1
65064,114823,LENG8
445154,123169,LEO1
2519,123169,LEO1
445154,3952,LEP
2519,3952,LEP
1548943,3956,LGALS1
445154,3956,LGALS1
5350,3956,LGALS1
65064,3956,LGALS1
5350,85329,LGALS12
445154,3964,LGALS8
2519,29094,LGALSL
65064,55366,LGR4
5350,51557,LGSN
445154,3972,LHB
445154,26468,LHX6
445154,3978,LIG1
2519,3978,LIG1
65064,3980,LIG3
2519,3980,LIG3
445154,3981,LIG4
5350,11006,LILRB4
445154,51474,LIMA1
5350,51474,LIMA1
2519,51474,LIMA1
65064,8994,LIMD1
2519,8994,LIMD1
2519,54923,LIME1
445154,54923,LIME1
2519,3984,LIMK1
445154,3984,LIMK1
2519,3985,LIMK2
445154,79727,LIN28A
2519,389421,LIN28B
2519,132660,LIN54
445154,132660,LIN54
445154,8825,LIN7A
445154,55327,LIN7C
65064,286826,LIN9
2519,286826,LIN9
445154,401288,LINC00242
445154,284185,LINC00482
445154,283601,LINC00523
5350,9516,LITAF
445154,9516,LITAF
2519,3993,LLGL2
445154,84298,LLPH
445154,10960,LMAN2
65064,81562,LMAN2L
65064,64327,LMBR1
65064,55788,LMBRD1
445154,92255,LMBRD2
2519,4000,LMNA
445154,4000,LMNA
65064,4001,LMNB1
445154,4001,LMNB1
2519,4001,LMNB1
445154,84823,LMNB2
2519,84823,LMNB2
5350,4004,LMO1
445154,4004,LMO1
5350,8543,LMO4
445154,25802,LMOD1
2519,22853,LMTK2
445154,114783,LMTK3
445154,4009,LMX1A
445154,4010,LMX1B
2519,4012,LNPEP
65064,4012,LNPEP
445154,9361,LONP1
2519,83752,LONP2
445154,83752,LONP2
445154,84171,LOXL4
2519,9170,LPAR2
65064,2846,LPAR4
5350,54947,LPCAT2
445154,54947,LPCAT2
445154,254531,LPCAT4
65064,254531,LPCAT4
445154,9926,LPGAT1
65064,23175,LPIN1
2519,23175,LPIN1
445154,23175,LPIN1
2519,9663,LPIN2
445154,4023,LPL
445154,4026,LPP
2519,4026,LPP
445154,9227,LRAT
2519,987,LRBA
65064,987,LRBA
65064,23143,LRCH1
2519,23143,LRCH1
2519,4034,LRCH4
5350,116844,LRG1
2519,55791,LRIF1
445154,26018,LRIG1
5350,26018,LRIG1
445154,26103,LRIT1
5350,26020,LRP10
65064,84918,LRP11
445154,4038,LRP4
2519,4038,LRP4
2519,4040,LRP6
445154,7804,LRP8
5350,7804,LRP8
65064,122769,LRR1
445154,122769,LRR1
445154,474354,LRRC18
5350,55222,LRRC20
445154,81543,LRRC3
445154,55631,LRRC40
65064,55631,LRRC40
2519,10489,LRRC41
2519,201255,LRRC45
5350,201255,LRRC45
2519,57470,LRRC47
445154,57470,LRRC47
65064,54839,LRRC49
445154,54839,LRRC49
65064,65999,LRRC61
445154,65999,LRRC61
65064,57554,LRRC7
65064,55144,LRRC8D
65064,85444,LRRCC1
2519,9208,LRRFIP1
65064,9208,LRRFIP1
445154,9208,LRRFIP1
445154,9209,LRRFIP2
2519,9209,LRRFIP2
445154,120892,LRRK2
445154,221091,LRRN4CL
65064,90678,LRSAM1
2519,90678,LRSAM1
2519,222229,LRWD1
2519,55341,LSG1
65064,84967,LSM10
445154,84967,LSM10
2519,26065,LSM14A
445154,26065,LSM14A
445154,149986,LSM14B
2519,149986,LSM14B
445154,25804,LSM4
445154,11157,LSM6
65064,11157,LSM6
5350,4046,LSP1
5350,4047,LSS
5350,7940,LST1
445154,4049,LTA
445154,56413,LTB4R2
1548943,4057,LTF
5281672,26046,LTN1
445154,26046,LTN1
2519,84946,LTV1
2519,55692,LUC7L
445154,55692,LUC7L
2519,51631,LUC7L2
445154,51631,LUC7L2
2519,51747,LUC7L3
2519,7798,LUZP1
445154,4061,LY6E
445154,80740,LY6G6C
445154,4062,LY6H
445154,90624,LYRM7
5350,256586,LYSMD2
2519,116068,LYSMD3
65064,1130,LYST
445154,1130,LYST
445154,84328,LZIC
445154,54585,LZTFL1
445154,8216,LZTR1
65064,8216,LZTR1
2519,84445,LZTS2
65064,130951,M1AP
2519,23499,MACF1
65064,23499,MACF1
445154,23499,MACF1
445154,8174,MADCAM1
445154,8567,MADD
445154,10296,MAEA
65064,84944,MAEL
2519,84944,MAEL
65064,4094,MAF
445154,4094,MAF
5350,4094,MAF
2519,84232,MAF1
65064,23764,MAFF
2519,23764,MAFF
5350,4097,MAFG
65064,4097,MAFG
2519,7975,MAFK
445154,4107,MAGEA8
445154,4113,MAGEB2
5350,4113,MAGEB2
2519,10916,MAGED2
65064,9223,MAGI1
2519,9223,MAGI1
445154,4116,MAGOH
445154,55110,MAGOHB
445154,84549,MAK16
65064,10892,MALT1
445154,10892,MALT1
2519,10892,MALT1
2519,9794,MAML1
2519,84441,MAML2
65064,84441,MAML2
65064,284358,MAMSTR
445154,284358,MAMSTR
2519,4124,MAN2A1
65064,4122,MAN2A2
65064,79694,MANEA
445154,79694,MANEA
1548943,4128,MAOA
1794427,4128,MAOA
7054,4129,MAOB
2519,4129,MAOB
1794427,4129,MAOB
6433206,84557,MAP1LC3A
445154,84557,MAP1LC3A
1548943,84557,MAP1LC3A
2519,81631,MAP1LC3B
445154,81631,MAP1LC3B
65064,81631,MAP1LC3B
6917864,81631,MAP1LC3B
5350,81631,MAP1LC3B
445154,440738,MAP1LC3C
2519,55201,MAP1S
1548943,4133,MAP2
5350,4133,MAP2
1548943,5604,MAP2K1
4091,5604,MAP2K1
445154,5604,MAP2K1
2519,5605,MAP2K2
5350,6416,MAP2K4
2519,6416,MAP2K4
445154,5607,MAP2K5
5350,5608,MAP2K6
445154,5608,MAP2K6
65064,5608,MAP2K6
2519,5609,MAP2K7
445154,5609,MAP2K7
65064,4214,MAP3K1
2519,4214,MAP3K1
445154,4214,MAP3K1
2519,4296,MAP3K11
5350,7786,MAP3K12
65064,9020,MAP3K14
445154,9020,MAP3K14
445154,10746,MAP3K2
2519,10746,MAP3K2
2519,4215,MAP3K3
2519,4216,MAP3K4
445154,4216,MAP3K4
445154,4217,MAP3K5
1548943,6885,MAP3K7
445154,6885,MAP3K7
5350,1326,MAP3K8
65064,1326,MAP3K8
2519,4293,MAP3K9
2519,4134,MAP4
445154,4134,MAP4
2519,5871,MAP4K2
445154,5871,MAP4K2
445154,8491,MAP4K3
65064,8491,MAP4K3
445154,9448,MAP4K4
2519,9448,MAP4K4
2519,55700,MAP7D1
2519,256714,MAP7D2
2519,79884,MAP9
65064,5594,MAPK1
1794427,5594,MAPK1
639665,5594,MAPK1
5350,5594,MAPK1
1548943,5594,MAPK1
445154,5594,MAPK1
2519,5594,MAPK1
445154,5600,MAPK11
639665,5600,MAPK11
639665,6300,MAPK12
639665,1432,MAPK14
65064,1432,MAPK14
445154,1432,MAPK14
1548943,1432,MAPK14
445154,225689,MAPK15
1548943,225689,MAPK15
2519,93487,MAPK1IP1L
1548943,5595,MAPK3
1794427,5595,MAPK3
445154,5595,MAPK3
2519,5595,MAPK3
5350,5595,MAPK3
639665,5595,MAPK3
65064,5595,MAPK3
445154,5596,MAPK4
5350,5596,MAPK4
5350,5599,MAPK8
639665,5599,MAPK8
1548943,5599,MAPK8
65064,5599,MAPK8
445154,5599,MAPK8
445154,9479,MAPK8IP1
2519,23162,MAPK8IP3
65064,5601,MAPK9
639665,5601,MAPK9
5350,5601,MAPK9
1548943,5601,MAPK9
2519,5601,MAPK9
445154,5601,MAPK9
2519,79109,MAPKAP1
445154,79109,MAPKAP1
2519,7867,MAPKAPK3
445154,22919,MAPRE1
2519,22919,MAPRE1
2519,10982,MAPRE2
65064,22924,MAPRE3
5350,22924,MAPRE3
1548943,4137,MAPT
2519,4137,MAPT
445154,4137,MAPT
65064,4137,MAPT
2519,4082,MARCKS
5350,4082,MARCKS
2519,65108,MARCKSL1
445154,2011,MARK2
2519,2011,MARK2
2519,4140,MARK3
2519,57787,MARK4
445154,57787,MARK4
2519,153562,MARVELD2
445154,91862,MARVELD3
445154,5648,MASP1
445154,22983,MAST1
2519,375449,MAST4
65064,4144,MAT2A
445154,4144,MAT2A
445154,27430,MAT2B
445154,4148,MATN3
2519,57506,MAVS
445154,4150,MAZ
5350,4151,MB
2519,151963,MB21D2
5350,8932,MBD2
2519,8932,MBD2
445154,8932,MBD2
5350,53615,MBD3
2519,8930,MBD4
65064,55777,MBD5
2519,55777,MBD5
2519,114785,MBD6
445154,114785,MBD6
2519,51562,MBIP
445154,153364,MBLAC2
445154,79143,MBOAT7
65064,4157,MC1R
445154,4157,MC1R
1794427,4157,MC1R
445154,56922,MCCC1
5350,56922,MCCC1
2519,56922,MCCC1
445154,64087,MCCC2
445154,84693,MCEE
5350,84693,MCEE
445154,2847,MCHR1
445154,4170,MCL1
1548943,4170,MCL1
65064,4170,MCL1
2519,4170,MCL1
2519,55388,MCM10
445154,55388,MCM10
2519,4171,MCM2
445154,4171,MCM2
445154,4172,MCM3
445154,4174,MCM5
2519,4175,MCM6
445154,4175,MCM6
445154,4176,MCM7
2519,79892,MCMBP
445154,79892,MCMBP
2519,10445,MCRS1
65064,28985,MCTS1
65064,90550,MCU
2519,9656,MDC1
445154,161357,MDGA2
65064,4190,MDH1
2519,4191,MDH2
65064,4191,MDH2
445154,56890,MDM1
5350,4199,ME1
445154,4199,ME1
445154,64769,MEAF6
445154,2122,MECOM
445154,4204,MECP2
2519,5469,MED1
445154,400569,MED11
65064,400569,MED11
2519,9968,MED12
65064,116931,MED12L
2519,9969,MED13
65064,23389,MED13L
2519,23389,MED13L
2519,51586,MED15
2519,9440,MED17
445154,9440,MED17
2519,219541,MED19
445154,9412,MED21
445154,9439,MED23
2519,9862,MED24
2519,9441,MED26
65064,9441,MED26
445154,80306,MED28
445154,29079,MED4
445154,10001,MED6
65064,9443,MED7
445154,112950,MED8
445154,55090,MED9
65064,55090,MED9
65064,84935,MEDAG
445154,4210,MEFV
445154,84465,MEGF11
2519,4212,MEIS2
65064,4212,MEIS2
65064,9833,MELK
2519,9833,MELK
445154,9833,MELK
2519,4221,MEN1
5350,4222,MEOX1
445154,4222,MEOX1
2519,56257,MEPCE
445154,55897,MESP1
445154,10988,METAP2
445154,57721,METTL14
445154,79066,METTL16
445154,92342,METTL18
65064,92342,METTL18
2519,151194,METTL21A
2519,79091,METTL22
445154,124512,METTL23
2519,84190,METTL25
2519,56339,METTL3
445154,131965,METTL6
65064,79828,METTL8
445154,84206,MEX3B
2519,399664,MEX3D
2519,4236,MFAP1
445154,4238,MFAP3
5350,4239,MFAP4
2519,56947,MFF
2519,9258,MFHAS1
65064,55669,MFN1
445154,55669,MFN1
445154,9927,MFN2
445154,64747,MFSD1
2519,54842,MFSD6
2519,23269,MGA
5350,8972,MGAM
65064,84709,MGARP
445154,92667,MGME1
2519,92667,MGME1
65064,4255,MGMT
5350,4255,MGMT
445154,4255,MGMT
445154,4256,MGP
2519,23295,MGRN1
6917864,4259,MGST3
2519,375056,MIA3
445154,57534,MIB1
2519,64780,MICAL1
5350,9645,MICAL2
2519,85377,MICALL1
445154,85377,MICALL1
445154,4277,MICB
2519,4277,MICB
65064,4281,MID1
65064,54471,MIEF1
65064,57708,MIER1
2519,57708,MIER1
2519,54531,MIER2
2519,4282,MIF
2519,60672,MIIP
2519,50488,MINK1
445154,54468,MIOS
445154,55586,MIOX
445154,4284,MIP
65064,145282,MIPOL1
65064,54069,MIS18A
2519,55320,MIS18BP1
445154,55320,MIS18BP1
445154,4286,MITF
65064,4286,MITF
2519,4288,MKI67
6433206,4288,MKI67
445154,4288,MKI67
639665,4288,MKI67
445154,8195,MKKS
445154,2872,MKNK2
65064,23608,MKRN1
445154,54903,MKS1
65064,4292,MLH1
445154,4298,MLLT1
65064,8028,MLLT10
2519,4302,MLLT6
445154,4302,MLLT6
445154,79083,MLPH
6433206,64223,MLST8
2519,51085,MLXIPL
5350,51085,MLXIPL
2519,166785,MMAA
65064,25974,MMACHC
445154,27249,MMADHC
445154,4311,MME
2519,93380,MMGT1
445154,4312,MMP1
1548943,4312,MMP1
65064,4312,MMP1
445154,4319,MMP10
445154,4320,MMP11
445154,4323,MMP14
1548943,4323,MMP14
65064,4323,MMP14
445154,4325,MMP16
6441498,4313,MMP2
65064,4313,MMP2
1548943,4313,MMP2
445154,4313,MMP2
5350,4313,MMP2
445154,4314,MMP3
65064,4316,MMP7
445154,4316,MMP7
6917864,4318,MMP9
445154,4318,MMP9
65064,4318,MMP9
5281672,4318,MMP9
1548943,4318,MMP9
639665,4318,MMP9
5350,79812,MMRN2
2519,4332,MNDA
5350,4332,MNDA
65064,55329,MNS1
5350,55329,MNS1
445154,3110,MNX1
65064,64112,MOAP1
445154,346606,MOGAT3
2519,84315,MON1A
2519,22879,MON1B
445154,23041,MON2
2519,23041,MON2
65064,23041,MON2
2519,22880,MORC2
445154,9643,MORF4L2
445154,729967,MORN2
65064,4342,MOS
445154,4342,MOS
2519,4342,MOS
65064,158747,MOSPD2
65064,4343,MOV10
2519,4343,MOV10
5350,26002,MOXD1
445154,51660,MPC1
5350,219972,MPEG1
2519,4350,MPG
65064,10200,MPHOSPH6
5350,10200,MPHOSPH6
445154,54737,MPHOSPH8
2519,54737,MPHOSPH8
2519,10198,MPHOSPH9
445154,10198,MPHOSPH9
65064,10198,MPHOSPH9
65064,4351,MPI
2519,136647,MPLKIP
5350,84954,MPND
65064,4353,MPO
445154,4353,MPO
1548943,4353,MPO
5350,4355,MPP2
445154,143098,MPP7
5350,143098,MPP7
445154,744,MPPED2
445154,23164,MPRIP
2519,23164,MPRIP
445154,4359,MPZ
5350,9019,MPZL1
2519,9019,MPZL1
445154,56246,MRAP
445154,112609,MRAP2
2519,55257,MRGBP
445154,259249,MRGPRX1
445154,642475,MROH6
445154,29088,MRPL15
445154,54948,MRPL16
65064,54948,MRPL16
445154,29093,MRPL22
445154,11222,MRPL3
445154,64983,MRPL32
65064,9553,MRPL33
445154,9553,MRPL33
445154,26589,MRPL46
65064,26589,MRPL46
445154,740,MRPL49
5350,116540,MRPL53
445154,78988,MRPL57
445154,63931,MRPS14
2519,51373,MRPS17
445154,51116,MRPS2
65064,51116,MRPS2
445154,51649,MRPS23
445154,64432,MRPS25
445154,23107,MRPS27
445154,51650,MRPS33
2519,64969,MRPS5
445154,64965,MRPS9
445154,51154,MRTO4
445154,79684,MSANTD2
2519,91283,MSANTD3
5350,9242,MSC
65064,4436,MSH2
445154,4437,MSH3
445154,2956,MSH6
2519,2956,MSH6
445154,4440,MSI1
2519,339287,MSL1
445154,339287,MSL1
2519,10943,MSL3
65064,6307,MSMO1
1548943,6307,MSMO1
445154,6307,MSMO1
445154,4481,MSR1
445154,4482,MSRA
5350,51734,MSRB1
65064,4501,MT1X
445154,4501,MT1X
445154,9112,MTA1
2519,9112,MTA1
2519,9219,MTA2
2519,57504,MTA3
2519,27085,MTBP
445154,4515,MTCP1
2519,92140,MTDH
445154,4520,MTF1
445154,22823,MTF2
65064,123263,MTFMT
445154,51537,MTFP1
65064,51537,MTFP1
445154,113115,MTFR2
2519,113115,MTFR2
445154,4522,MTHFD1
2519,25902,MTHFD1L
6917864,10797,MTHFD2
445154,4534,MTM1
65064,4534,MTM1
2519,4534,MTM1
2519,8776,MTMR1
2519,54893,MTMR10
5350,54893,MTMR10
5350,10903,MTMR11
2519,54545,MTMR12
2519,64419,MTMR14
2519,8898,MTMR2
2519,8897,MTMR3
2519,9107,MTMR6
445154,9107,MTMR6
445154,4543,MTNR1A
445154,4544,MTNR1B
445154,25821,MTO1
2519,4552,MTRR
65064,10651,MTX2
445154,345778,MTX3
445154,10071,MUC12
2519,94025,MUC16
445154,94025,MUC16
445154,4586,MUC5AC
1548943,4586,MUC5AC
445154,4588,MUC6
445154,118430,MUCL1
2519,80198,MUS81
2519,93343,MVB12A
445154,93343,MVB12A
